PLATE,MJD,IMG_NAME,IMG_NUM,PLATEQUALITY
3651,55247,b2-00108732,108732,good
3651,55247,b2-00108806,108806,good
3651,55247,r1-00108657,108657,good
3651,55247,r1-00108658,108658,good
3651,55247,r1-00108659,108659,good
3651,55247,r1-00108660,108660,good
3651,55247,r1-00108731,108731,good
3651,55247,r1-00108732,108732,good
3651,55247,r1-00108806,108806,good
3651,55247,r2-00108657,108657,good
3651,55247,r2-00108658,108658,good
3651,55247,r2-00108659,108659,good
3651,55247,r2-00108660,108660,good
3651,55247,r2-00108731,108731,good
3651,55247,r2-00108732,108732,good
3651,55247,r2-00108806,108806,good
6012,56101,b1-00145150,145150,good
6012,56101,b1-00145153,145153,good
6012,56101,b1-00145154,145154,good
6012,56101,b1-00145180,145180,good
6012,56101,b1-00145181,145181,good
6012,56101,b2-00145150,145150,good
6012,56101,b2-00145153,145153,good
6012,56101,b2-00145154,145154,good
6012,56101,b2-00145180,145180,good
6012,56101,b2-00145181,145181,good
