PLATE,MJD,IMG_NAME,IMG_NUM,PLATEQUALITY
5181,56298,r1-00153971,153971,good
5181,56298,r2-00153968,153968,good
5181,56298,r2-00153969,153969,good
5181,56298,r2-00153970,153970,good
5181,56298,r2-00153971,153971,good
6403,56357,b1-00157547,157547,good
6403,56357,b1-00157548,157548,good
6403,56357,b1-00157549,157549,good
6403,56357,b2-00157547,157547,good
6403,56357,b2-00157548,157548,good
6403,56357,b2-00157549,157549,good
6403,56357,r1-00157547,157547,good
6403,56357,r1-00157548,157548,good
6403,56357,r1-00157549,157549,good
6403,56357,r2-00157547,157547,good
6403,56357,r2-00157548,157548,good
6403,56357,r2-00157549,157549,good
5875,56038,b1-00142808,142808,good
5875,56038,b1-00142809,142809,good
5875,56038,b1-00142810,142810,good
5875,56038,b2-00142808,142808,good
5875,56038,b2-00142809,142809,good
5875,56038,b2-00142810,142810,good
5875,56038,r1-00142808,142808,good
5875,56038,r1-00142809,142809,good
5875,56038,r1-00142810,142810,good
5875,56038,r2-00142808,142808,good
5875,56038,r2-00142809,142809,good
5875,56038,r2-00142810,142810,good
5740,55998,b1-00140601,140601,good
5740,55998,b1-00140603,140603,good
5740,55998,b1-00140772,140772,good
5740,55998,b1-00140773,140773,good
5740,55998,b1-00140980,140980,good
5740,55998,b1-00140981,140981,good
5740,55998,b2-00140601,140601,good
5740,55998,b2-00140603,140603,good
5740,55998,b2-00140772,140772,good
5740,55998,b2-00140773,140773,good
5740,55998,b2-00140980,140980,good
5740,55998,b2-00140981,140981,good
5740,55998,r1-00140601,140601,good
5740,55998,r1-00140603,140603,good
5740,55998,r1-00140772,140772,good
5740,55998,r1-00140773,140773,good
5740,55998,r1-00140980,140980,good
5740,55998,r1-00140981,140981,good
5740,55998,r2-00140601,140601,good
5740,55998,r2-00140603,140603,good
5740,55998,r2-00140772,140772,good
5740,55998,r2-00140773,140773,good
5740,55998,r2-00140980,140980,good
5740,55998,r2-00140981,140981,good
4566,55630,b1-00127870,127870,good
4566,55630,b1-00127871,127871,good
4566,55630,b1-00127872,127872,good
4566,55630,b1-00127873,127873,good
4566,55630,b2-00127870,127870,good
4566,55630,b2-00127871,127871,good
4566,55630,b2-00127872,127872,good
4566,55630,b2-00127873,127873,good
4566,55630,r1-00127870,127870,good
4566,55630,r1-00127871,127871,good
4566,55630,r1-00127872,127872,good
4566,55630,r1-00127873,127873,good
4566,55630,r2-00127870,127870,good
4566,55630,r2-00127871,127871,good
4566,55630,r2-00127872,127872,good
4566,55630,r2-00127873,127873,good
6264,56223,b1-00149646,149646,good
6264,56223,b1-00149647,149647,good
6264,56223,b1-00149648,149648,good
6264,56223,b1-00149649,149649,good
6264,56223,b2-00149646,149646,good
6264,56223,b2-00149647,149647,good
6264,56223,b2-00149648,149648,good
6264,56223,b2-00149649,149649,good
6264,56223,r1-00149646,149646,good
6264,56223,r1-00149647,149647,good
6264,56223,r1-00149648,149648,good
6264,56223,r1-00149649,149649,good
6264,56223,r2-00149646,149646,good
6264,56223,r2-00149647,149647,good
6264,56223,r2-00149648,149648,good
6264,56223,r2-00149649,149649,good
3816,55272,b1-00111598,111598,good
3816,55272,b1-00111705,111705,good
3816,55272,b1-00111780,111780,good
3816,55272,b1-00111781,111781,good
3816,55272,b1-00111955,111955,good
3816,55272,b1-00111956,111956,good
3816,55272,b1-00111957,111957,good
3816,55272,b1-00111958,111958,good
3816,55272,b1-00111959,111959,good
3816,55272,b1-00111960,111960,good
3816,55272,b2-00111598,111598,good
3816,55272,b2-00111705,111705,good
3816,55272,b2-00111780,111780,good
3816,55272,b2-00111781,111781,good
3816,55272,b2-00111955,111955,good
3816,55272,b2-00111956,111956,good
3816,55272,b2-00111957,111957,good
3816,55272,b2-00111958,111958,good
3816,55272,b2-00111959,111959,good
3816,55272,b2-00111960,111960,good
3816,55272,r1-00111598,111598,good
3816,55272,r1-00111705,111705,good
3816,55272,r1-00111780,111780,good
3816,55272,r1-00111781,111781,good
3816,55272,r1-00111955,111955,good
3816,55272,r1-00111956,111956,good
3816,55272,r1-00111957,111957,good
3816,55272,r1-00111958,111958,good
3816,55272,r1-00111959,111959,good
3816,55272,r1-00111960,111960,good
3816,55272,r2-00111598,111598,good
3816,55272,r2-00111705,111705,good
3816,55272,r2-00111780,111780,good
3816,55272,r2-00111781,111781,good
3816,55272,r2-00111955,111955,good
3816,55272,r2-00111956,111956,good
3816,55272,r2-00111957,111957,good
3816,55272,r2-00111958,111958,good
3816,55272,r2-00111959,111959,good
3816,55272,r2-00111960,111960,good
4292,55532,b1-00122742,122742,good
4292,55532,b1-00122743,122743,good
4292,55532,b1-00122744,122744,good
4292,55532,b1-00122745,122745,good
4292,55532,b1-00122746,122746,good
4292,55532,b1-00122912,122912,good
4292,55532,b1-00122913,122913,good
4292,55532,b1-00122914,122914,good
4292,55532,b1-00123013,123013,good
4292,55532,b1-00123017,123017,good
4292,55532,b2-00122742,122742,good
4292,55532,b2-00122743,122743,good
4292,55532,b2-00122744,122744,good
4292,55532,b2-00122745,122745,good
4292,55532,b2-00122746,122746,good
4292,55532,b2-00122912,122912,good
4292,55532,b2-00122913,122913,good
4292,55532,b2-00122914,122914,good
4292,55532,b2-00123013,123013,good
4292,55532,b2-00123017,123017,good
4292,55532,r1-00122742,122742,good
4292,55532,r1-00122743,122743,good
4292,55532,r1-00122744,122744,good
4292,55532,r1-00122745,122745,good
4292,55532,r1-00122746,122746,good
4292,55532,r1-00122912,122912,good
4292,55532,r1-00122913,122913,good
4292,55532,r1-00122914,122914,good
4292,55532,r1-00123013,123013,good
4292,55532,r1-00123017,123017,good
4292,55532,r2-00122742,122742,good
4292,55532,r2-00122743,122743,good
4292,55532,r2-00122744,122744,good
4292,55532,r2-00122745,122745,good
4292,55532,r2-00122746,122746,good
4292,55532,r2-00122912,122912,good
4292,55532,r2-00122913,122913,good
4292,55532,r2-00122914,122914,good
4292,55532,r2-00123013,123013,good
4292,55532,r2-00123017,123017,good
4526,55559,b1-00124335,124335,good
4526,55559,b1-00124336,124336,good
4526,55559,b1-00124337,124337,good
4526,55559,b1-00124338,124338,good
4526,55559,b1-00124339,124339,good
4526,55559,b1-00124340,124340,good
4526,55559,b2-00124335,124335,good
4526,55559,b2-00124336,124336,good
4526,55559,b2-00124337,124337,good
4526,55559,b2-00124338,124338,good
4526,55559,b2-00124339,124339,good
4526,55559,b2-00124340,124340,good
4526,55559,r1-00124335,124335,good
4526,55559,r1-00124336,124336,good
4526,55559,r1-00124337,124337,good
4526,55559,r1-00124338,124338,good
4526,55559,r1-00124339,124339,good
4526,55559,r1-00124340,124340,good
4526,55559,r2-00124335,124335,good
4526,55559,r2-00124336,124336,good
4526,55559,r2-00124337,124337,good
4526,55559,r2-00124338,124338,good
4526,55559,r2-00124339,124339,good
4526,55559,r2-00124340,124340,good
6823,56687,b1-00173896,173896,good
6823,56687,b1-00173897,173897,good
6823,56687,b1-00173898,173898,good
6823,56687,b1-00173899,173899,good
6823,56687,b1-00173900,173900,good
6823,56687,b1-00173901,173901,good
6823,56687,b1-00173902,173902,good
6823,56687,b2-00173896,173896,good
6823,56687,b2-00173897,173897,good
6823,56687,b2-00173898,173898,good
6823,56687,b2-00173899,173899,good
6823,56687,b2-00173900,173900,good
6823,56687,b2-00173901,173901,good
6823,56687,b2-00173902,173902,good
6823,56687,r1-00173896,173896,good
6823,56687,r1-00173897,173897,good
6823,56687,r1-00173898,173898,good
6823,56687,r1-00173899,173899,good
6823,56687,r1-00173900,173900,good
6823,56687,r1-00173901,173901,good
6823,56687,r1-00173902,173902,good
6823,56687,r2-00173896,173896,good
6823,56687,r2-00173897,173897,good
6823,56687,r2-00173898,173898,good
6823,56687,r2-00173899,173899,good
6823,56687,r2-00173900,173900,good
6823,56687,r2-00173901,173901,good
6823,56687,r2-00173902,173902,good
5649,55912,b1-00137402,137402,good
5649,55912,b1-00137403,137403,good
5649,55912,b1-00137404,137404,good
5649,55912,b1-00137444,137444,good
5649,55912,b1-00137445,137445,good
5649,55912,b2-00137402,137402,good
5649,55912,b2-00137403,137403,good
5649,55912,b2-00137404,137404,good
5649,55912,b2-00137444,137444,good
5649,55912,b2-00137445,137445,good
5649,55912,r1-00137402,137402,good
5649,55912,r1-00137403,137403,good
5649,55912,r1-00137404,137404,good
5649,55912,r1-00137444,137444,good
5649,55912,r1-00137445,137445,good
5649,55912,r2-00137402,137402,good
5649,55912,r2-00137403,137403,good
5649,55912,r2-00137404,137404,good
5649,55912,r2-00137444,137444,good
5649,55912,r2-00137445,137445,good
3863,55280,b1-00112416,112416,good
3863,55280,b1-00112417,112417,good
3863,55280,b1-00112418,112418,good
3863,55280,b2-00112416,112416,good
3863,55280,b2-00112417,112417,good
3863,55280,b2-00112418,112418,good
3863,55280,r1-00112416,112416,good
3863,55280,r1-00112417,112417,good
3863,55280,r1-00112418,112418,good
3863,55280,r2-00112416,112416,good
3863,55280,r2-00112417,112417,good
3863,55280,r2-00112418,112418,good
4205,55454,b1-00119478,119478,good
4205,55454,b1-00119479,119479,good
4205,55454,b1-00119480,119480,good
4205,55454,b1-00119481,119481,good
4205,55454,b1-00119482,119482,good
4205,55454,b2-00119478,119478,good
4205,55454,b2-00119479,119479,good
4205,55454,b2-00119480,119480,good
4205,55454,b2-00119481,119481,good
4205,55454,b2-00119482,119482,good
4205,55454,r1-00119478,119478,good
4205,55454,r1-00119479,119479,good
4205,55454,r1-00119480,119480,good
4205,55454,r1-00119481,119481,good
4205,55454,r1-00119482,119482,good
4205,55454,r2-00119478,119478,good
4205,55454,r2-00119479,119479,good
4205,55454,r2-00119480,119480,good
4205,55454,r2-00119481,119481,good
4205,55454,r2-00119482,119482,good
4851,55680,b1-00130250,130250,good
4851,55680,b1-00130251,130251,good
4851,55680,b1-00130252,130252,good
4851,55680,b1-00130253,130253,good
4851,55680,b1-00130254,130254,good
4851,55680,b2-00130250,130250,good
4851,55680,b2-00130251,130251,good
4851,55680,b2-00130252,130252,good
4851,55680,b2-00130253,130253,good
4851,55680,b2-00130254,130254,good
4851,55680,r1-00130250,130250,good
4851,55680,r1-00130251,130251,good
4851,55680,r1-00130252,130252,good
4851,55680,r1-00130253,130253,good
4851,55680,r1-00130254,130254,good
4851,55680,r2-00130250,130250,good
4851,55680,r2-00130251,130251,good
4851,55680,r2-00130252,130252,good
4851,55680,r2-00130253,130253,good
4851,55680,r2-00130254,130254,good
3677,55205,b1-00106070,106070,good
3677,55205,b1-00106071,106071,good
3677,55205,b1-00106072,106072,good
3677,55205,b1-00106073,106073,good
3677,55205,b2-00106070,106070,good
3677,55205,b2-00106071,106071,good
3677,55205,b2-00106072,106072,good
3677,55205,b2-00106073,106073,good
3677,55205,r1-00106070,106070,good
3677,55205,r1-00106071,106071,good
3677,55205,r1-00106072,106072,good
3677,55205,r1-00106073,106073,good
3677,55205,r2-00106070,106070,good
3677,55205,r2-00106071,106071,good
3677,55205,r2-00106072,106072,good
3677,55205,r2-00106073,106073,good
3677,55156,b2-00103988,103988,bad 
3677,55156,b2-00103989,103989,bad 
3677,55156,b2-00103990,103990,bad 
3677,55156,b2-00103991,103991,bad 
3677,55156,b2-00103994,103994,bad 
3677,55156,b2-00103995,103995,bad 
3677,55156,b2-00103996,103996,bad 
3677,55156,r2-00103988,103988,bad 
3677,55156,r2-00103989,103989,bad 
3677,55156,r2-00103990,103990,bad 
3677,55156,r2-00103991,103991,bad 
3677,55156,r2-00103994,103994,bad 
3677,55156,r2-00103995,103995,bad 
3677,55156,r2-00103996,103996,bad 
5696,55946,b1-00138604,138604,good
5696,55946,b1-00138605,138605,good
5696,55946,b1-00138606,138606,good
5696,55946,b1-00138709,138709,good
5696,55946,b1-00138710,138710,good
5696,55946,b1-00138711,138711,good
5696,55946,b2-00138604,138604,good
5696,55946,b2-00138605,138605,good
5696,55946,b2-00138606,138606,good
5696,55946,b2-00138709,138709,good
5696,55946,b2-00138710,138710,good
5696,55946,b2-00138711,138711,good
5696,55946,r1-00138604,138604,good
5696,55946,r1-00138605,138605,good
5696,55946,r1-00138606,138606,good
5696,55946,r1-00138709,138709,good
5696,55946,r1-00138710,138710,good
5696,55946,r1-00138711,138711,good
5696,55946,r2-00138604,138604,good
5696,55946,r2-00138605,138605,good
5696,55946,r2-00138606,138606,good
5696,55946,r2-00138709,138709,good
5696,55946,r2-00138710,138710,good
5696,55946,r2-00138711,138711,good
6038,56090,b1-00144721,144721,good
6038,56090,b1-00144722,144722,good
6038,56090,b1-00144723,144723,good
6038,56090,b1-00144724,144724,good
6038,56090,b1-00144725,144725,good
6038,56090,b2-00144721,144721,good
6038,56090,b2-00144722,144722,good
6038,56090,b2-00144723,144723,good
6038,56090,b2-00144724,144724,good
6038,56090,b2-00144725,144725,good
6038,56090,r1-00144721,144721,good
6038,56090,r1-00144722,144722,good
6038,56090,r1-00144723,144723,good
6038,56090,r1-00144724,144724,good
6038,56090,r1-00144725,144725,good
6038,56090,r2-00144721,144721,good
6038,56090,r2-00144722,144722,good
6038,56090,r2-00144723,144723,good
6038,56090,r2-00144724,144724,good
6038,56090,r2-00144725,144725,good
4387,55534,b1-00123244,123244,good
4387,55534,b1-00123245,123245,good
4387,55534,b1-00123246,123246,good
4387,55534,b1-00123247,123247,good
4387,55534,b1-00123248,123248,good
4387,55534,b2-00123244,123244,good
4387,55534,b2-00123245,123245,good
4387,55534,b2-00123246,123246,good
4387,55534,b2-00123247,123247,good
4387,55534,b2-00123248,123248,good
4387,55534,r1-00123244,123244,good
4387,55534,r1-00123245,123245,good
4387,55534,r1-00123246,123246,good
4387,55534,r1-00123247,123247,good
4387,55534,r1-00123248,123248,good
4387,55534,r2-00123244,123244,good
4387,55534,r2-00123245,123245,good
4387,55534,r2-00123246,123246,good
4387,55534,r2-00123247,123247,good
4387,55534,r2-00123248,123248,good
6684,56412,b1-00160863,160863,good
6684,56412,b1-00160864,160864,good
6684,56412,b1-00160865,160865,good
6684,56412,b2-00160863,160863,good
6684,56412,b2-00160864,160864,good
6684,56412,b2-00160865,160865,good
6684,56412,r1-00160863,160863,good
6684,56412,r1-00160864,160864,good
6684,56412,r1-00160865,160865,good
6684,56412,r2-00160863,160863,good
6684,56412,r2-00160864,160864,good
6684,56412,r2-00160865,160865,good
5375,55973,b1-00139856,139856,good
5375,55973,b1-00139857,139857,good
5375,55973,b1-00139858,139858,good
5375,55973,b1-00139859,139859,good
5375,55973,b2-00139856,139856,good
5375,55973,b2-00139857,139857,good
5375,55973,b2-00139858,139858,good
5375,55973,b2-00139859,139859,good
5375,55973,r1-00139856,139856,good
5375,55973,r1-00139857,139857,good
5375,55973,r1-00139858,139858,good
5375,55973,r1-00139859,139859,good
5375,55973,r2-00139856,139856,good
5375,55973,r2-00139857,139857,good
5375,55973,r2-00139858,139858,good
5375,55973,r2-00139859,139859,good
4066,55444,b1-00118786,118786,good
4066,55444,b1-00118787,118787,good
4066,55444,b1-00118788,118788,good
4066,55444,b1-00118789,118789,good
4066,55444,b1-00118895,118895,good
4066,55444,b2-00118786,118786,good
4066,55444,b2-00118787,118787,good
4066,55444,b2-00118788,118788,good
4066,55444,b2-00118789,118789,good
4066,55444,b2-00118895,118895,good
4066,55444,r1-00118786,118786,good
4066,55444,r1-00118787,118787,good
4066,55444,r1-00118788,118788,good
4066,55444,r1-00118789,118789,good
4066,55444,r1-00118895,118895,good
4066,55444,r2-00118786,118786,good
4066,55444,r2-00118787,118787,good
4066,55444,r2-00118788,118788,good
4066,55444,r2-00118789,118789,good
4066,55444,r2-00118895,118895,good
7307,56720,b1-00176181,176181,good
7307,56720,b1-00176182,176182,good
7307,56720,b1-00176183,176183,good
7307,56720,b1-00176184,176184,good
7307,56720,b1-00176185,176185,good
7307,56720,b2-00176181,176181,good
7307,56720,b2-00176182,176182,good
7307,56720,b2-00176183,176183,good
7307,56720,b2-00176184,176184,good
7307,56720,b2-00176185,176185,good
7307,56720,r1-00176181,176181,good
7307,56720,r1-00176182,176182,good
7307,56720,r1-00176183,176183,good
7307,56720,r1-00176184,176184,good
7307,56720,r1-00176185,176185,good
7307,56720,r2-00176181,176181,good
7307,56720,r2-00176182,176182,good
7307,56720,r2-00176183,176183,good
7307,56720,r2-00176184,176184,good
7307,56720,r2-00176185,176185,good
4625,55632,b1-00128030,128030,good
4625,55632,b1-00128031,128031,good
4625,55632,b1-00128032,128032,good
4625,55632,b1-00128033,128033,good
4625,55632,b1-00128034,128034,good
4625,55632,b2-00128030,128030,good
4625,55632,b2-00128031,128031,good
4625,55632,b2-00128032,128032,good
4625,55632,b2-00128033,128033,good
4625,55632,b2-00128034,128034,good
4625,55632,r1-00128030,128030,good
4625,55632,r1-00128031,128031,good
4625,55632,r1-00128032,128032,good
4625,55632,r1-00128033,128033,good
4625,55632,r1-00128034,128034,good
4625,55632,r2-00128030,128030,good
4625,55632,r2-00128031,128031,good
4625,55632,r2-00128032,128032,good
4625,55632,r2-00128033,128033,good
4625,55632,r2-00128034,128034,good
6644,56384,b1-00159362,159362,good
6644,56384,b1-00159363,159363,good
6644,56384,b1-00159364,159364,good
6644,56384,b1-00159365,159365,good
6644,56384,b1-00159366,159366,good
6644,56384,b2-00159362,159362,good
6644,56384,b2-00159363,159363,good
6644,56384,b2-00159364,159364,good
6644,56384,b2-00159365,159365,good
6644,56384,b2-00159366,159366,good
6644,56384,r1-00159362,159362,good
6644,56384,r1-00159363,159363,good
6644,56384,r1-00159364,159364,good
6644,56384,r1-00159365,159365,good
6644,56384,r1-00159366,159366,good
6644,56384,r2-00159362,159362,good
6644,56384,r2-00159363,159363,good
6644,56384,r2-00159364,159364,good
6644,56384,r2-00159365,159365,good
6644,56384,r2-00159366,159366,good
5335,56013,b1-00141836,141836,good
5335,56013,b1-00141837,141837,good
5335,56013,b1-00141838,141838,good
5335,56013,b2-00141836,141836,good
5335,56013,b2-00141837,141837,good
5335,56013,b2-00141838,141838,good
5335,56013,r1-00141836,141836,good
5335,56013,r1-00141837,141837,good
5335,56013,r1-00141838,141838,good
5335,56013,r2-00141836,141836,good
5335,56013,r2-00141837,141837,good
5335,56013,r2-00141838,141838,good
6458,56274,b1-00152625,152625,good
6458,56274,b1-00152626,152626,good
6458,56274,b1-00152627,152627,good
6458,56274,b2-00152625,152625,good
6458,56274,b2-00152626,152626,good
6458,56274,b2-00152627,152627,good
6458,56274,r1-00152625,152625,good
6458,56274,r1-00152626,152626,good
6458,56274,r1-00152627,152627,good
6458,56274,r2-00152625,152625,good
6458,56274,r2-00152626,152626,good
6458,56274,r2-00152627,152627,good
5200,56091,b1-00144674,144674,good
5200,56091,b1-00144675,144675,good
5200,56091,b1-00144676,144676,good
5200,56091,b1-00144677,144677,good
5200,56091,b1-00144678,144678,good
5200,56091,b1-00144777,144777,good
5200,56091,b2-00144674,144674,good
5200,56091,b2-00144675,144675,good
5200,56091,b2-00144676,144676,good
5200,56091,b2-00144677,144677,good
5200,56091,b2-00144678,144678,good
5200,56091,b2-00144777,144777,good
5200,56091,r1-00144674,144674,good
5200,56091,r1-00144675,144675,good
5200,56091,r1-00144676,144676,good
5200,56091,r1-00144677,144677,good
5200,56091,r1-00144678,144678,good
5200,56091,r1-00144777,144777,good
5200,56091,r2-00144674,144674,good
5200,56091,r2-00144675,144675,good
5200,56091,r2-00144676,144676,good
5200,56091,r2-00144677,144677,good
5200,56091,r2-00144678,144678,good
5200,56091,r2-00144777,144777,good
4026,55325,b1-00114931,114931,good
4026,55325,b1-00114932,114932,good
4026,55325,b1-00114933,114933,good
4026,55325,b1-00114934,114934,good
4026,55325,b1-00114935,114935,good
4026,55325,b2-00114931,114931,good
4026,55325,b2-00114932,114932,good
4026,55325,b2-00114933,114933,good
4026,55325,b2-00114934,114934,good
4026,55325,b2-00114935,114935,good
4026,55325,r1-00114931,114931,good
4026,55325,r1-00114932,114932,good
4026,55325,r1-00114933,114933,good
4026,55325,r1-00114934,114934,good
4026,55325,r1-00114935,114935,good
4026,55325,r2-00114931,114931,good
4026,55325,r2-00114932,114932,good
4026,55325,r2-00114933,114933,good
4026,55325,r2-00114934,114934,good
4026,55325,r2-00114935,114935,good
5981,56340,b1-00156794,156794,good
5981,56340,b1-00156795,156795,good
5981,56340,b1-00156796,156796,good
5981,56340,b1-00156797,156797,good
5981,56340,b2-00156794,156794,good
5981,56340,b2-00156795,156795,good
5981,56340,b2-00156796,156796,good
5981,56340,b2-00156797,156797,good
5981,56340,r1-00156794,156794,good
5981,56340,r1-00156795,156795,good
5981,56340,r1-00156796,156796,good
5981,56340,r1-00156797,156797,good
5981,56340,r2-00156794,156794,good
5981,56340,r2-00156795,156795,good
5981,56340,r2-00156796,156796,good
5981,56340,r2-00156797,156797,good
6323,56189,b1-00147374,147374,good
6323,56189,b1-00147375,147375,good
6323,56189,b1-00147376,147376,good
6323,56189,b1-00147536,147536,good
6323,56189,b2-00147374,147374,good
6323,56189,b2-00147375,147375,good
6323,56189,b2-00147376,147376,good
6323,56189,b2-00147536,147536,good
6323,56189,r1-00147374,147374,good
6323,56189,r1-00147375,147375,good
6323,56189,r1-00147376,147376,good
6323,56189,r1-00147536,147536,good
6323,56189,r2-00147374,147374,good
6323,56189,r2-00147375,147375,good
6323,56189,r2-00147376,147376,good
6323,56189,r2-00147536,147536,good
5149,55944,b1-00138339,138339,good
5149,55944,b1-00138518,138518,good
5149,55944,b1-00138519,138519,good
5149,55944,b1-00138520,138520,good
5149,55944,b2-00138339,138339,good
5149,55944,b2-00138518,138518,good
5149,55944,b2-00138519,138519,good
5149,55944,b2-00138520,138520,good
5149,55944,r1-00138339,138339,good
5149,55944,r1-00138518,138518,good
5149,55944,r1-00138519,138519,good
5149,55944,r1-00138520,138520,good
5149,55944,r2-00138339,138339,good
5149,55944,r2-00138518,138518,good
5149,55944,r2-00138519,138519,good
5149,55944,r2-00138520,138520,good
7168,56625,b1-00170025,170025,good
7168,56625,b1-00170026,170026,good
7168,56625,b1-00170027,170027,good
7168,56625,b1-00170028,170028,good
7168,56625,b1-00170029,170029,good
7168,56625,b2-00170025,170025,good
7168,56625,b2-00170026,170026,good
7168,56625,b2-00170027,170027,good
7168,56625,b2-00170028,170028,good
7168,56625,b2-00170029,170029,good
7168,56625,r1-00170025,170025,good
7168,56625,r1-00170026,170026,good
7168,56625,r1-00170027,170027,good
7168,56625,r1-00170028,170028,good
7168,56625,r1-00170029,170029,good
7168,56625,r2-00170025,170025,good
7168,56625,r2-00170026,170026,good
7168,56625,r2-00170027,170027,good
7168,56625,r2-00170028,170028,good
7168,56625,r2-00170029,170029,good
5014,55717,b1-00131580,131580,good
5014,55717,b1-00131581,131581,good
5014,55717,b1-00131743,131743,good
5014,55717,b1-00131744,131744,good
5014,55717,b1-00131745,131745,good
5014,55717,b1-00131746,131746,good
5014,55717,b1-00131747,131747,good
5014,55717,b1-00131748,131748,good
5014,55717,b2-00131580,131580,good
5014,55717,b2-00131581,131581,good
5014,55717,b2-00131743,131743,good
5014,55717,b2-00131744,131744,good
5014,55717,b2-00131745,131745,good
5014,55717,b2-00131746,131746,good
5014,55717,b2-00131747,131747,good
5014,55717,b2-00131748,131748,good
5014,55717,r1-00131580,131580,good
5014,55717,r1-00131581,131581,good
5014,55717,r1-00131743,131743,good
5014,55717,r1-00131744,131744,good
5014,55717,r1-00131745,131745,good
5014,55717,r1-00131746,131746,good
5014,55717,r1-00131747,131747,good
5014,55717,r1-00131748,131748,good
5014,55717,r2-00131580,131580,good
5014,55717,r2-00131581,131581,good
5014,55717,r2-00131743,131743,good
5014,55717,r2-00131744,131744,good
5014,55717,r2-00131745,131745,good
5014,55717,r2-00131746,131746,good
5014,55717,r2-00131747,131747,good
5014,55717,r2-00131748,131748,good
7033,56565,b1-00166864,166864,good
7033,56565,b1-00166865,166865,good
7033,56565,b1-00166866,166866,good
7033,56565,b1-00166867,166867,good
7033,56565,b2-00166864,166864,good
7033,56565,b2-00166865,166865,good
7033,56565,b2-00166866,166866,good
7033,56565,b2-00166867,166867,good
7033,56565,r1-00166864,166864,good
7033,56565,r1-00166865,166865,good
7033,56565,r1-00166866,166866,good
7033,56565,r1-00166867,166867,good
7033,56565,r2-00166864,166864,good
7033,56565,r2-00166865,166865,good
7033,56565,r2-00166866,166866,good
7033,56565,r2-00166867,166867,good
5795,56298,b1-00153977,153977,good
5795,56298,b1-00153978,153978,good
5795,56298,b1-00153979,153979,good
5795,56298,b2-00153977,153977,good
5795,56298,b2-00153978,153978,good
5795,56298,b2-00153979,153979,good
5795,56298,r1-00153977,153977,good
5795,56298,r1-00153978,153978,good
5795,56298,r1-00153979,153979,good
5795,56298,r2-00153977,153977,good
5795,56298,r2-00153978,153978,good
5795,56298,r2-00153979,153979,good
6370,56238,b1-00149480,149480,good
6370,56238,b1-00149481,149481,good
6370,56238,b1-00149482,149482,good
6370,56238,b1-00150273,150273,good
6370,56238,b1-00150274,150274,good
6370,56238,b1-00150275,150275,good
6370,56238,b2-00149480,149480,good
6370,56238,b2-00149481,149481,good
6370,56238,b2-00149482,149482,good
6370,56238,b2-00150273,150273,good
6370,56238,b2-00150274,150274,good
6370,56238,b2-00150275,150275,good
6370,56238,r1-00149480,149480,good
6370,56238,r1-00149481,149481,good
6370,56238,r1-00149482,149482,good
6370,56238,r1-00150273,150273,good
6370,56238,r1-00150274,150274,good
6370,56238,r1-00150275,150275,good
6370,56238,r2-00149480,149480,good
6370,56238,r2-00149481,149481,good
6370,56238,r2-00149482,149482,good
6370,56238,r2-00150273,150273,good
6370,56238,r2-00150274,150274,good
6370,56238,r2-00150275,150275,good
5196,55831,b1-00134433,134433,good
5196,55831,b1-00134434,134434,good
5196,55831,b1-00134501,134501,good
5196,55831,b1-00134502,134502,good
5196,55831,b2-00134433,134433,good
5196,55831,b2-00134434,134434,good
5196,55831,b2-00134501,134501,good
5196,55831,b2-00134502,134502,good
5196,55831,r1-00134433,134433,good
5196,55831,r1-00134434,134434,good
5196,55831,r1-00134501,134501,good
5196,55831,r1-00134502,134502,good
5196,55831,r2-00134433,134433,good
5196,55831,r2-00134434,134434,good
5196,55831,r2-00134501,134501,good
5196,55831,r2-00134502,134502,good
5708,56605,b1-00169229,169229,good
5708,56605,b1-00169230,169230,good
5708,56605,b1-00169231,169231,good
5708,56605,b1-00169232,169232,good
5708,56605,b2-00169229,169229,good
5708,56605,b2-00169230,169230,good
5708,56605,b2-00169231,169231,good
5708,56605,b2-00169232,169232,good
5708,56605,r1-00169229,169229,good
5708,56605,r1-00169230,169230,good
5708,56605,r1-00169231,169231,good
5708,56605,r1-00169232,169232,good
5708,56605,r2-00169229,169229,good
5708,56605,r2-00169230,169230,good
5708,56605,r2-00169231,169231,good
5708,56605,r2-00169232,169232,good
5061,55806,b1-00133487,133487,good
5061,55806,b1-00133488,133488,good
5061,55806,b1-00133489,133489,good
5061,55806,b1-00133490,133490,good
5061,55806,b1-00133491,133491,good
5061,55806,b2-00133487,133487,good
5061,55806,b2-00133488,133488,good
5061,55806,b2-00133489,133489,good
5061,55806,b2-00133490,133490,good
5061,55806,b2-00133491,133491,good
5061,55806,r1-00133487,133487,good
5061,55806,r1-00133488,133488,good
5061,55806,r1-00133489,133489,good
5061,55806,r1-00133490,133490,good
5061,55806,r1-00133491,133491,good
5061,55806,r2-00133487,133487,good
5061,55806,r2-00133488,133488,good
5061,55806,r2-00133489,133489,good
5061,55806,r2-00133490,133490,good
5061,55806,r2-00133491,133491,good
6418,56354,b1-00157328,157328,good
6418,56354,b1-00157329,157329,good
6418,56354,b1-00157330,157330,good
6418,56354,b2-00157328,157328,good
6418,56354,b2-00157329,157329,good
6418,56354,b2-00157330,157330,good
6418,56354,r1-00157328,157328,good
6418,56354,r1-00157329,157329,good
6418,56354,r1-00157330,157330,good
6418,56354,r2-00157328,157328,good
6418,56354,r2-00157329,157329,good
